"Text","Difficulty"
"Cet homme me plut dès que je l’eus vu.","C2"
"Ils rentrèrent au pays après qu’ils eurent vécu en Europe.","C2"
"L’artiste peignit un paysage qu’il eut vu.","C2"
"Nous dûmes nous excuser des propos que nous eûmes prononcés.","C2"
"Aussitôt qu’elle eut perdu son chien, elle le chercha désespérément.","C2"
"Nous nous précipitâmes à l’extérieur dès qu’il n’eut plus plut.","C2"
"Les enfants chantèrent les chansons qu’ils eurent apprises de leur professeur.","C2"
"Je lus un roman que je me fus procuré à la bibliothèque centrale.","C2"
"Vous attendîtes la surprise que vos parents vous eurent promise.","C2"
"Tu portas cette robe de soie bleue que j’eus cousue.","C2"
"Je sortis quand j’eus pris mes clés.","C2"
